CVE-1999-0033,Candidate,"Command execution in Sun systems via buffer overflow in the at program.","CERT:CA-97.18.at   |   SUN:00160   |   XF:sun-atbo",Modified (20040811),"   ACCEPT(8) Baker, Cole, Collins, Dik, Hill, Northcutt, Shostack, Wall  |     NOOP(1) Christey  |     RECAST(1) Frech","Frech> This vulnerability also manifests itself for the following   |    platforms: AIX, HPUX, IRIX, Solaris, SCO, NCR MP-RAS. In this light,  |    please add the following:  |    Reference: XF:at-bo  |    Dik> Sun bug 1265200, 4063161  |    Christey> ADDREF SGI:19971102-01-PX  |    ftp://patches.sgi.com/support/free/security/advisories/19971102-01-PX  |    SCO:SB.97:01  |    ftp://ftp.sco.com/SSE/security_bulletins/SB.97:01a  |    Christey> CIAC:F-15  |    http://ciac.llnl.gov/ciac/bulletins/f-15.shtml  |    HP:HPSBUX9502-023  |    Christey> Add period to the end of the description."
CVE-1999-0034,Entry,"Buffer overflow in suidperl (sperl), Perl 4.x and 5.x.","CERT:CA-97.17.sperl   |   XF:perl-suid",,"",""
CVE-1999-0035,Entry,"Race condition in signal handling routine in ftpd, allowing read/write arbitrary files.","AUSCERT:AA-97.03   |   CERT:CA-97.16.ftpd   |   XF:ftp-ftpd",,"",""
CVE-1999-0037,Entry,"Arbitrary command execution via metamail package using message headers, when user processes attacker's message using metamail.","CERT:CA-97.14.metamail   |   XF:metamail-header-commands",,"",""
CVE-1999-0038,Entry,"Buffer overflow in xlock program allows local users to execute commands as root.","CERT:CA-97.13.xlock   |   XF:xlock-bo",,"",""
CVE-1999-0040,Entry,"Buffer overflow in Xt library of X Windowing System allows local users to execute commands with root privileges.","CERT:CA-97.11.libXt   |   XF:libXt-bo",,"",""
CVE-1999-0041,Entry,"Buffer overflow in NLS (Natural Language Service).","CERT:CA-97.10.nls   |   XF:nls-bo",,"",""
CVE-1999-0042,Entry,"Buffer overflow in University of Washington's implementation of IMAP and POP servers.","CERT:CA-97.09.imap_pop   |   NAI:NAI-21   |   XF:popimap-bo",,"",""
CVE-1999-0043,Entry,"Command execution via shell metachars in INN daemon (innd) 1.5 using ""newgroup"" and ""rmgroup"" control messages, and others.","CERT:CA-97.08.innd   |   XF:inn-controlmsg",,"",""
CVE-1999-0045,Entry,"List of arbitrary files on Web host via nph-test-cgi script.","CERT:CA-97.07.nph-test-cgi_script   |   XF:http-cgi-nph",,"",""
CVE-1999-0046,Entry,"Buffer overflow of rlogin program using TERM environmental variable.","CERT:CA-97.06.rlogin-term   |   XF:rlogin-termbo",,"",""
CVE-1999-0049,Entry,"Csetup under IRIX allows arbitrary file creation or overwriting.","CERT:CA-97.03.csetup   |   XF:sgi-csetup",,"",""
CVE-1999-0050,Entry,"Buffer overflow in HP-UX newgrp program.","AUSCERT:AA-96.16.HP-UX.newgrp.Buffer.Overrun.Vulnerability   |   CERT:CA-97.02.hp_newgrp   |   XF:hp-newgrpbo",,"",""
CVE-1999-0051,Entry,"Arbitrary file creation and program execution using FLEXlm LicenseManager, from versions 4.0 to 5.0, in IRIX.","AUSCERT:AA-96.03   |   CERT:CA-97.01.flex_lm   |   XF:sgi-licensemanager",,"",""
CVE-1999-0060,Entry,"Attackers can cause a denial of service in Ascend MAX and Pipeline routers with a malformed packet to the discard port, which is used by the Java Configurator tool.","ASCEND:http://www.ascend.com/2695.html   |   NAI:NAI-26   |   XF:ascend-config-kill",,"",""
CVE-1999-0061,Candidate,"File creation and deletion, and remote execution, in the BSD line printer daemon (lpd).","NAI:NAI-20   |   XF:bsd-lpd",Proposed (19990630),"   ACCEPT(3) Frech, Hill, Northcutt  |     RECAST(1) Baker  |     REVIEWING(1) Christey","Christey> This should be split into three separate problems based on  |    the SNI advisory.  But there's newer information to further  |    complicate things.  |      |    What do we do about this one?  in 1997 or so, SNI did an  |    advisory on this problem.  In early 2000, it was still  |    discovered to be present in some Linux systems.  So an   |    SF-DISCOVERY content decision might say that this is a  |    long enough time between the two, so this should be recorded  |    separately.  But they're the same codebase... so if we keep  |    them in the same entry, how do we make sure that this entry  |    reflects that some new information has been discovered?  |      |    The use of dot notation may help in this regard, to use one  |    dot for the original problem as discovered in 1997, and  |    another dot for the resurgence of the problem in 2000.  |    Baker> We should merge these.  |    Christey> Perhaps this should be NAI-19 instead of NAI-20?  |    The original Bugtraq post for the SNI advisory suggests SNI-19:  |    BUGTRAQ:19971002 SNI-19:BSD lpd vulnerability  |    URL:SNI-19:BSD lpd vulnerability  |      |    Also add:  |    BUGTRAQ:19971021 SNI-19: BSD lpd vulnerabilities (UPDATE)  |    URL:http://marc.theaimsgroup.com/?l=bugtraq&m=87747479514310&w=2  |      |    However, archives of ""NAI-0020"" point to the lpd vuln.  |      |    If I recall correctly, some of the NAI advisory numbers got  |    switched when NAI acquired SNI."
CVE-1999-0063,Entry,"Cisco IOS 12.0 and other versions can be crashed by malicious UDP packets to the syslog port.","AUSCERT:ESB-98.197   |   CISCO:http://www.cisco.com/warp/public/770/iossyslog-pub.shtml   |   XF:cisco-syslog-crash",,"",""
CVE-1999-0064,Entry,"Buffer overflow in AIX lquerylv program gives root access to local users.","BUGTRAQ:May28,1997   |   XF:lquerylv-bo",,"",""
CVE-1999-0071,Entry,"Apache httpd cookie buffer overflow for versions 1.1.1 and earlier.","NAI:NAI-2   |   XF:http-apache-cookie",,"",""
CVE-1999-0072,Entry,"Buffer overflow in AIX xdat gives root access to local users.","ERS:ERS-SVA-E01-1997:004.1   |   XF:ibm-xdat",,"",""
CVE-1999-0073,Entry,"Telnet allows a remote client to specify environment variables including LD_LIBRARY_PATH, allowing an attacker to bypass the normal system libraries and gain root access.","CERT:CA-95:14.Telnetd_Environment_Vulnerability   |   XF:linkerbug",,"",""
CVE-1999-0074,Entry,"Listening TCP ports are sequentially allocated, allowing spoofing attacks.","XF:seqport",,"",""
CVE-1999-0076,Candidate,"Buffer overflow in wu-ftp from PASV command causes a core dump.","XF:ftp-args",Modified (19990925),"   ACCEPT(3) Baker, Frech, Ozancin  |     NOOP(1) Balinsky  |     REVIEWING(1) Christey","Balinsky> Don't know what this is.  Is this the LIST Core dump vulnerability?  |    Christey> Need to add more references and details."
CVE-1999-0078,Candidate,"pcnfsd (aka rpc.pcnfsd) allows local users to change file permissions, or execute arbitrary commands through arguments in the RPC call.","CERT:CA-96.08.pcnfsd   |   XF:rpc-pcnfsd",Modified (19990621),"   ACCEPT(5) Collins, Frech, Landfield, Northcutt, Shostack  |     NOOP(1) Baker  |     RECAST(1) Christey","Christey> This candidate should be SPLIT, since there are two separate  |    software flaws.  One is a symlink race and the other is a  |    shell metacharacter problem.  |    Christey> The permissions part of this vulnerability appears to  |    overlap with CVE-1999-0353  |    Christey> SGI:20020802-01-I"
CVE-1999-0079,Entry,"Remote attackers can cause a denial of service in FTP by issuing multiple PASV commands, causing the server to run out of available ports.","XF:ftp-pasv-dos   |   XF:ftp-pasvdos",,"",""
CVE-1999-0080,Entry,"Certain configurations of wu-ftp FTP server 2.4 use a _PATH_EXECPATH setting to a directory with dangerous commands, such as /bin, which allows remote authenticated users to gain root access via the ""site exec"" command.","BUGTRAQ:19950531 SECURITY: problem with some wu-ftpd-2.4 binaries (fwd)   |   CERT:CA-95:16.wu-ftpd.vul   |   XF:ftp-execdotdot",,"",""
CVE-1999-0081,Entry,"wu-ftp allows files to be overwritten via the rnfr command.","XF:ftp-rnfr",,"",""
CVE-1999-0083,Entry,"getcwd() file descriptor leak in FTP.","XF:cwdleak",,"",""
CVE-1999-0086,Candidate,"AIX routed allows remote users to modify sensitive files.","ERS:ERS-SVA-E01-1998:001.1   |   XF:ibm-routed",Interim (19990630),"   ACCEPT(2) Northcutt, Shostack  |     MODIFY(2) Frech, Prosser  |     NOOP(1) Baker  |     REJECT(1) Christey","Frech> Reference: XF:ibm-routed  |    Prosser> This vulnerability allows debug mode to be turned on which is  |    the problem.  Should this be more specific in the description? This  |    one also affects SGI OSes, ref SGI Security Advisory 19981004-PX which  |    is in the SGI cluster, shouldn't these be cross-referenced as the same  |    vuln affects multiple OSes.  |    Christey> This appears to be subsumed by CVE-1999-0215"
CVE-1999-0089,Candidate,"Buffer overflow in AIX libDtSvc library can allow local users to gain root access.","ERS:ERS-SVA-E01-1997:005.1   |   XF:ibm-libDtSvc",Interim (19990630),"   ACCEPT(2) Northcutt, Shostack  |     MODIFY(2) Frech, Prosser  |     RECAST(1) Baker  |     REVIEWING(1) Christey","Frech> Reference: XF:ibm-libDtSvc  |    Prosser> The overflow is in the dtaction utility.  Also affects  |    dtaction in the CDE on versions of SunOS (SUN 164). Probably should be  |    specific.  |    Christey> Same Codebase as CVE-1999-0121, so the two entries should be  |    merged."
CVE-1999-0090,Entry,"Buffer overflow in AIX rcp command allows local users to obtain root access.","ERS:ERS-SVA-E01-1997:005.1   |   XF:ibm-rcp",,"",""
CVE-1999-0091,Entry,"Buffer overflow in AIX writesrv command allows local users to obtain root access.","ERS:ERS-SVA-E01-1997:005.1   |   XF:ibm-writesrv",,"",""
CVE-1999-0092,Candidate,"Various vulnerabilities in the AIX portmir command allows local users to obtain root access.","ERS:ERS-SVA-E01-1997:006.1",Proposed (19990623),"   ACCEPT(2) Baker, Bollinger  |     MODIFY(1) Frech  |     NOOP(1) Ozancin","Frech> XF:ibm-portmir"
CVE-1999-0093,Entry,"AIX nslookup command allows local users to obtain root access by not dropping privileges correctly.","ERS:ERS-SVA-E01-1997:008.1   |   XF:ibm-nslookup",,"",""
CVE-1999-0094,Entry,"AIX piodmgrsu command allows local users to gain additional group privileges.","ERS:ERS-SVA-E01-1997:007.1   |   XF:ibm-piodmgrsu",,"",""
CVE-1999-0097,Entry,"The AIX FTP client can be forced to execute commands from a malicious server through shell metacharacters (e.g. a pipe character).","ERS:ERS-SVA-E01-1997:009.1   |   XF:ibm-ftp",,"",""
CVE-1999-0098,Candidate,"Buffer overflow in SMTP HELO command in Sendmail allows a remote attacker to hide activities.","XF:smtp-helo-bo",Proposed (19990726),"   MODIFY(2) Baker, Frech  |     NOOP(1) Wall  |     REVIEWING(1) Christey","Frech> (Accept XF reference.)  |    Our references do not mention hiding activities. This issue can crash the  |    SMTP server or execute arbitrary byte-code. Is there another reference  |    available?  |    Christey> Should this be merged with CVE-1999-0284, which is Sendmail  |    with SMTP HELO?  |    Christey> BUGTRAQ:19980522 about sendmail 8.8.8 HELO hole  |    http://marc.theaimsgroup.com/?l=bugtraq&m=90221101925991&w=2  |    BUGTRAQ:19980527 about sendmail 8.8.8 HELO hole  |    http://marc.theaimsgroup.com/?l=bugtraq&m=90221101926003&w=2  |    Baker> Apparently this XF reference is not for this issue, but for the other issue.  This should be modified to have the Bugtraq references, and remove the XF reference."
CVE-1999-0099,Entry,"Buffer overflow in syslog utility allows local or remote attackers to gain root privileges.","CERT:CA-95.13.syslog.vul   |   XF:smtp-syslog",,"",""
CVE-1999-0100,Entry,"Remote access in AIX innd 1.5.1, using control messages.","ERS:ERS-SVA-E01-1997:002.1   |   XF:inn-controlmsg",,"",""
CVE-1999-0102,Entry,"Buffer overflow in SLmail 3.x allows attackers to execute commands using a large FROM line.","XF:slmail-fromheader-overflow",,"",""
CVE-1999-0105,Candidate,"finger allows recursive searches by using a long string of @ symbols.","",Proposed (19990726),"   MODIFY(3) Baker, Frech, Shostack  |     NOOP(1) Christey  |     REJECT(1) Northcutt","Shostack> fingerD  |    Frech> XF:finger-bomb  |    Christey> aka redirection or forwarding requests? (but then might  |    overlap CVE-1999-0106)  |    Baker> should change description to indicate the recursive searching can consume enough system resources to cause a DoS."
CVE-1999-0106,Candidate,"Finger redirection allows finger bombs.","",Proposed (19990726),"   ACCEPT(1) Northcutt  |     MODIFY(2) Frech, Shostack  |     RECAST(1) Baker  |     REVIEWING(1) Christey","Shostack> fingerd allows redirection  |    This is a larger modification, since there are two applications of the   |    vulnerability, one that I can finger anonymously, and the other that I   |    can finger bomb anonymously.  |    Frech> XF:finger-bomb  |    Christey> need more refs  |    Baker> This should be merged with 1999-0105"
CVE-1999-0107,Candidate,"Buffer overflow in Apache 1.2.5 and earlier allows a remote attacker to cause a denial of service with a large number of GET requests containing a large number of / characters.","BUGTRAQ:19971230 Apache DoS attack?   |   XF:apache-dos",Modified (19991223),"   ACCEPT(1) Baker  |     MODIFY(1) Frech  |     NOOP(3) Northcutt, Shostack, Wall  |     REVIEWING(1) Levy  |     REVOTE(1) Christey","Wall> - Although this is probably the phf hack.  |    Frech> XF:apache-dos  |    Christey> This sounds like the incident reported in:  |    NTBUGTRAQ:20000810 Apache Distributed Denial of Service  |    Levy> I belive this is the problem where sending lot of HTTP headers to apache resulted on a denial of service.  |    BUGTRAQ: http://www.securityfocus.com/archive/1/10228  |    BUGTRAQ: http://www.securityfocus.com/archive/1/10516"
CVE-1999-0111,Entry,"RIP v1 is susceptible to spoofing.","XF:rip",,"",""
CVE-1999-0114,Candidate,"Local users can execute commands as other users, and read other users' files, through the filter command in the Elm elm-2.4 mail package using a symlink attack.","BUGTRAQ:19951226 filter (elm package) security hole   |   BUGTRAQ:19990912 elm filter program   |   XF:elm-filter2",Modified (20000106),"   ACCEPT(7) Armstrong, Bishop, Blake, Cole, Landfield, Shostack, Wall  |     MODIFY(2) Baker, Frech  |     NOOP(3) Christey, Northcutt, Ozancin  |     REVIEWING(1) Levy","Frech> XF:elm-filter2  |    CHANGE> [Wall changed vote from NOOP to ACCEPT]  |    Landfield> with Frech modifications  |    Baker> ADD REF http://www.cert.org/ftp/cert_bulletins/VB-95:10a.elm	Official Advisory  |    Christey> The correct URL is http://www.cert.org/vendor_bulletins/VB-95:10a.elm  |    Need to make sure that this CERT advisory describes the right  |    problem, especially since the CERT advisory is dated December  |    18, 1995 and the original Bugtraq post was December 26, 1995.  |    Christey> BID:1802  |    URL:http://www.securityfocus.com/bid/1802  |    BID:1802 doesn't include the 1999 posting - does Security  |    Focus think that the 1999 post describes a different  |    vulnerability?  |    Christey> XF:elm-filter2 isn't on the X-Force web site.  How about XF:elm-filter(402) ?  |    Its references point to the December 26, 1995 BUgtraq post.  |      |    Also consider CIAC:G-36 and CERT:VB-95:10  |    Frech> DELREF:XF:elm-filter2(711)  |    ADDREF:XF:elm-filter(402)"
CVE-1999-0117,Entry,"AIX passwd allows local users to gain root access.","CERT:CA-92:07.AIX.passwd.vulnerability   |   XF:ibm-passwd",,"",""
CVE-1999-0119,Candidate,"Windows NT 4.0 beta allows users to read and delete shares.","",Proposed (19990728),"   MODIFY(1) Frech  |     NOOP(2) Baker, Northcutt  |     REJECT(1) Wall","Wall> Reject based on beta copy.  |    Frech> XF:nt-beta(11)  |    Reconsider reject, because this beta was in widespread use."
CVE-1999-0121,Candidate,"Buffer overflow in dtaction command gives root access.","ERS:ERS-SVA-E01-1997:005.1   |   SUN:00164",Proposed (19990617),"   ACCEPT(2) Dik, Northcutt  |     MODIFY(3) Baker, Frech, Prosser  |     REVIEWING(1) Christey","Frech> Reference: XF:dtaction-bo  |    Reference: XF:sun-dtaction  |    Prosser> Buffer overflow also affects /usr/dt/bin/dtaction in libDtSvc.a  |    library in AIX 4.x, but reference for this Sun vulnerability should  |    only reflect the Sun Bulletin or the CIAC I-032 version of the Sun  |    Bulletin  |    Christey> This is the Same Codebase as CVE-1999-0089, so the two entries  |    should be merged.  |    Frech> Replace sun-dtaction(732) with dtaction-bo(879)  |    Baker> Merge with 1999-0089"
CVE-1999-0122,Entry,"Buffer overflow in AIX lchangelv gives root access.","BUGTRAQ:Jul21,1999   |   XF:lchangelv-bo",,"",""
CVE-1999-0123,Candidate,"Race condition in Linux mailx command allows local users to read user files.","BUGTRAQ:19951222 mailx-5.5 (slackware /bin/mail) security hole   |   XF:linux-mailx",Modified (20000105),"   ACCEPT(3) Baker, Frech, Ozancin  |     NOOP(1) Wall",""
CVE-1999-0124,Entry,"Vulnerabilities in UMN gopher and gopher+ versions 1.12 and 2.0x allow an intruder to read any files that can be accessed by the gopher daemon.","CERT:CA-93:11.UMN.UNIX.gopher.vulnerability   |   XF:gopher-vuln",,"",""
CVE-1999-0127,Candidate,"swinstall and swmodify commands in SD-UX package in HP-UX systems allow local users to create or overwrite arbitrary files to gain root access.","AUSCERT:AA-96.04   |   CERT:CA-96.27.hp_sw_install   |   XF:hpux-swinstall",Proposed (19990623),"   ACCEPT(2) Baker, Prosser  |     MODIFY(1) Frech  |     NOOP(1) Christey","Frech> (keep current XF: reference, and add)  |    XF:hpux-sqwmodify  |    Christey> Perhaps this should be split, per SF-LOC.  |    Christey> CIAC:H-81  |    http://ciac.llnl.gov/ciac/bulletins/h-81.shtml  |    HP:HPSBUX9707-064  references CERT:CA-96.27  |    http://ciac.llnl.gov/ciac/bulletins/h-81.shtml  |      |    The original AUSCERT advisory says that the programs ""create  |    files in an insecure manner"" and ""Exploit details involving  |    this vulnerability have been made publicly available."" which  |    leads one to assume that the following original Bugtraq post  |    provides the details for a standard symlink problem:  |      |    BUGTRAQ:19961005 swinst,bug  |    http://marc.theaimsgroup.com/?l=bugtraq&m=87602167419941&w=2"
CVE-1999-0128,Entry,"Oversized ICMP ping packets can result in a denial of service, aka Ping o' Death.","CERT:CA-96.26.ping   |   XF:ping-death",,"",""
CVE-1999-0129,Entry,"Sendmail allows local users to write to a file and gain group permissions via a .forward or :include: file.","CERT:CA-96.25.sendmail_groups",,"",""
CVE-1999-0133,Entry,"fm_fls license server for Adobe Framemaker allows local users to overwrite arbitrary files and gain root access.","CERT:CA-96.18.fm_fls   |   XF:fmaker-logfile",,"",""
CVE-1999-0135,Entry,"admintool in Solaris allows a local user to write to arbitrary files and gain root access.","AUSCERT:AL-96.03   |   CERT:CA-96.16.Solaris_admintool_vul   |   XF:sun-admintool",,"",""
CVE-1999-0136,Entry,"Kodak Color Management System (KCMS) on Solaris allows a local user to write to arbitrary files and gain root access.","AUSCERT:AL-96.02   |   CERT:CA-96.15.Solaris_KCMS_vul   |   XF:sol-KCMSvuln",,"",""
CVE-1999-0137,Entry,"The dip program on many Linux systems allows local users to gain root access via a buffer overflow.","CERT:CA-96.13.dip_vul   |   XF:dip-bo   |   XF:linux-dipbo",,"",""
CVE-1999-0138,Entry,"The suidperl and sperl program do not give up root privileges when changing UIDs back to the original users, allowing root access.","CERT:CA-96.12.suidperl_vul   |   XF:sperl-suid",,"",""
CVE-1999-0140,Candidate,"Denial of service in RAS/PPTP on NT systems.","",Proposed (19990630),"   ACCEPT(1) Hill  |     MODIFY(2) Frech, Meunier  |     NOOP(1) Baker  |     REJECT(1) Christey","Meunier> Add ""pptp invalid packet length in header"" to distinguish from other  |    vulnerabilities in RAS/PPTP on NT systems resulting in DOS, that might be  |    discovered in the future.  |    Frech> XF:nt-ras-bo  |    ONLY IF reference is to MS:MS99-016  |    Christey> According to my mappings, this is not the MS:MS99-016 problem  |    referred to by Andre.  However, I have yet to dig up a  |    source.  |    CHANGE> [Christey changed vote from NOOP to REVIEWING]  |    CHANGE> [Christey changed vote from REVIEWING to REJECT]  |    Christey> This is too general to know which problem is being discussed.  |    More precise candidates should be created.  |    Christey> Consider adding BID:2111"
CVE-1999-0142,Entry,"The Java Applet Security Manager implementation in Netscape Navigator 2.0 and Java Developer's Kit 1.0 allows an applet to connect to arbitrary hosts.","CERT:CA-96.05.java_applet_security_mgr   |   XF:http-java-appletsecmgr",,"",""
CVE-1999-0143,Entry,"Kerberos 4 key servers allow a user to masquerade as another by breaking and generating session keys.","CERT:CA-96.03.kerberos_4_key_server   |   XF:kerberos-bf",,"",""
CVE-1999-0147,Entry,"The aglimpse CGI program of the Glimpse package allows remote execution of arbitrary commands.","AUSCERT:AA-97.28   |   XF:http-cgi-glimpse",,"",""
CVE-1999-0150,Entry,"The Perl fingerd program allows arbitrary command execution from remote users.","XF:perl-fingerd",,"",""
CVE-1999-0151,Entry,"The SATAN session key may be disclosed if the user points the web browser to other sites, possibly allowing root access.","CERT:CA-95.06.satan.vul   |   CERT:CA-95.07a.REVISED.satan.vul",,"",""
CVE-1999-0152,Entry,"The DG/UX finger daemon allows remote command execution through shell metacharacters.","BUGTRAQ:19970811 dgux in.fingerd vulnerability   |   XF:dgux-fingerd",,"",""
CVE-1999-0154,Candidate,"IIS 2.0 and 3.0 allows remote attackers to read the source code for ASP pages by appending a . (dot) to the end of the URL.","BUGTRAQ:19970220 ! [ADVISORY] Major Security Hole in MS ASP   |   MSKB:Q163485   |   MSKB:Q164059   |   XF:http-iis-aspdot   |   XF:http-iis-aspsource",Proposed (20010912),"   ACCEPT(4) Foat, Frech, Stracener, Wall  |     NOOP(3) Baker, Christey, Cole","Christey> This is the precursor to the problem that is identified in  |    CVE-1999-0253.    |    Christey> CIAC:H-48  |    URL:http://ciac.llnl.gov/ciac/bulletins/h-48.shtml  |    CHANGE> [Foat changed vote from NOOP to ACCEPT]"
CVE-1999-0155,Entry,"The ghostscript command with the -dSAFER option allows remote attackers to execute commands.","CERT:CA-95.10.ghostscript   |   XF:gscript-dsafer",,"",""
CVE-1999-0156,Candidate,"wu-ftpd FTP daemon allows any user and password combination.","XF:ftp-pwless",Proposed (19990714),"   ACCEPT(2) Northcutt, Shostack  |     NOOP(1) Baker  |     RECAST(1) Frech  |     REVIEWING(2) Christey, Prosser","Prosser> but so far can find no reference to this one  |    Frech> Our records indicate that this does not necessarly affect just wu-ftp (ie,  |    also affects IIS FTP server).  |    Christey> The references for XF:ftp-pwless are not specific enough,  |    e.g. in terms of version numbers.  Perhaps this candidate  |    should be rejected due to insufficient information."
CVE-1999-0159,Entry,"Attackers can crash a Cisco IOS router or device, provided they can get to an interactive prompt (such as a login).  This applies to some IOS 9.x, 10.x, and 11.x releases.","CISCO:http://www.cisco.com/warp/public/770/ioslogin-pub.shtml   |   XF:cisco-ios-crash",,"",""
CVE-1999-0162,Entry,"The ""established"" keyword in some Cisco IOS software allowed an attacker to bypass filtering.","CISCO:19950601 ""Established"" Keyword May Allow Packets to Bypass Filter   |   XF:cisco-acl-established",,"",""
CVE-1999-0165,Candidate,"NFS cache poisoning.","XF:nfs-cache",Modified (20040811),"   ACCEPT(3) Baker, Frech, Northcutt  |     MODIFY(1) Shostack  |     NOOP(1) Prosser  |     REVIEWING(1) Christey","Shostack> need more data  |    Christey> need more refs  |    Christey> Add period to the end of the description."
CVE-1999-0166,Entry,"NFS allows users to use a ""cd .."" command to access other directories besides the exported file system.","XF:nfs-cd",,"",""
CVE-1999-0167,Entry,"In SunOS, NFS file handles could be guessed, giving unauthorized access to the exported file system.","CERT:CA-91.21.SunOS.NFS.Jumbo.and.fsirand   |   XF:nfs-guess",,"",""
CVE-1999-0168,Entry,"The portmapper may act as a proxy and redirect service requests from an attacker, making the request appear to come from the local host, possibly bypassing authentication that would otherwise have taken place.  For example, NFS file systems could be mounted through the portmapper despite export restrictions.","XF:nfs-portmap",,"",""
CVE-1999-0169,Candidate,"NFS allows attackers to read and write any file on the system by specifying a false UID.","XF:nfs-uid",Proposed (19990714),"   ACCEPT(2) Frech, Northcutt  |     MODIFY(1) Baker  |     REJECT(1) Shostack","Shostack> this is not a vulnerability but a design feature.  |    Baker> Maybe we should reword it so that it is clear that this was a problem to something like:  |      |    ""A remote attacker could read/write files to the system with root-level permissions on NFS servers that fail to properly check the UID."""
CVE-1999-0170,Entry,"Remote attackers can mount an NFS file system in Ultrix or OSF, even if it is denied on the access list.","XF:nfs-ultrix",,"",""
CVE-1999-0171,Candidate,"Denial of service in syslog by sending it a large number of superfluous messages.","XF:syslog-flood",Proposed (19990714),"   ACCEPT(2) Frech, Northcutt  |     NOOP(1) Baker  |     REJECT(2) Christey, Shostack","Shostack> design issue, not a vulnerability.  Alternately, add:  |    DOS on server by opening a large number of telnet sessions..  |    Christey> Duplicate of CVE-1999-0566"
CVE-1999-0172,Entry,"FormMail CGI program allows remote execution of commands.","BUGTRAQ:Aug02,1995   |   XF:http-cgi-formmail-exe",,"",""
CVE-1999-0173,Entry,"FormMail CGI program can be used by web servers other than the host server that the program resides on.","XF:http-cgi-formmail-use",,"",""
CVE-1999-0174,Entry,"The view-source CGI program allows remote attackers to read arbitrary files via a .. (dot dot) attack.","BUGTRAQ:19970208 view-source   |   XF:http-cgi-viewsrc",,"",""
CVE-1999-0175,Entry,"The convert.bas program in the Novell web server allows a remote attackers to read any file on the system that is internally accessible by the web server.","XF:http-nov-convert",,"",""
CVE-1999-0176,Entry,"The Webgais program allows a remote user to execute arbitrary commands.","BUGTRAQ:Jul10,1997   |   XF:http-webgais-query",,"",""
